date,open,high,low,close,volume
2019-07-30,14813.42,15215.46,14813.42,15120.69,506186
2019-07-31,15155.66,15155.66,15016.55,15046.49,533082
2019-08-01,14984.79,15148.27,14787.55,14943.71,755973
2019-08-02,14884.33,15240.25,14884.33,15096.94,704951
2019-08-05,15078.93,15078.93,14666.92,14895.62,838694
2019-08-06,14894.38,14894.38,14450.41,14675.93,778219
2019-08-07,14605.78,15012.23,14460.88,14748.63,382204
2019-08-08,14779.5,14779.5,14423.56,14502.47,720234
2019-08-09,14531.38,14531.38,14359.14,14387.31,546329
2019-08-12,14420.72,14610.16,14399.23,14455.49,1003226
2019-08-13,14397.11,15038.4,14397.11,14959.49,337891
2019-08-14,14975.57,15013.23,14939.85,14970.4,1174173
2019-08-15,14930.44,15141.48,14913.65,15039.04,673681
2019-08-16,15020.26,15020.26,14655.19,14713.4,830886
2019-08-19,14644.61,14973.81,14644.61,14972.26,720094
2019-08-20,15002.45,15388.64,15002.45,15156.1,1033245
2019-08-21,15170.74,15410.86,15170.74,15294.84,870733
2019-08-22,15351.74,15351.74,15238.87,15297.09,707406
2019-08-23,15316.72,15526.8,15193.54,15499.49,695278
2019-08-26,15410.95,15800.38,15410.95,15749.96,310833
2019-08-27,15789.7,16097.74,15789.7,15948.39,608049
2019-08-28,16009.04,16009.04,15639.08,15748.72,790802
2019-08-29,15664.08,15664.08,15514.5,15576.96,1110476
2019-08-30,15652.09,15814.57,15597.37,15666.58,544932
2019-09-02,15749.82,15749.82,15434.95,15507.67,900286
2019-09-03,15515.77,16004.73,15515.77,15692.6,567072
2019-09-04,15567.05,15567.05,15268.17,15344.07,501434
2019-09-05,15386.14,15386.14,15216.05,15242.21,617936
2019-09-06,15297.42,15297.86,15144.79,15185.91,806292
2019-09-09,15268.32,15321.06,15175.68,15202.26,1150920
2019-09-10,15254.47,15280.88,15069.48,15150.17,1336380
2019-09-11,15133.9,15337.34,15133.9,15274.26,976646
2019-09-12,15187.42,15579.31,15187.42,15481.82,826039
2019-09-13,15370.79,15689.76,15370.79,15644.85,253838
2019-09-16,15650.34,15650.34,15532.98,15539.69,1039879
2019-09-17,15454.27,15597.19,15258.24,15409.46,999466
2019-09-18,15337.31,15619.04,15319.35,15436.87,1229491
2019-09-19,15362.43,15687.26,15362.43,15619.6,677817
2019-09-20,15692.0,15853.96,15397.78,15558.46,627003
2019-09-23,15558.13,15582.91,15407.27,15576.83,1115969
2019-09-24,15628.84,15628.84,15511.79,15527.44,1441107
2019-09-25,15401.52,15487.74,15393.81,15442.45,1254899
2019-09-26,15443.73,15443.73,15190.12,15260.02,1342033
2019-09-27,15288.4,15288.4,15055.17,15058.69,642235
2019-09-30,14996.61,15385.24,14996.61,15309.49,1134188
2019-10-01,15328.86,15328.86,15033.79,15081.39,765733
2019-10-02,15058.13,15179.67,15046.27,15176.66,824181
2019-10-03,15217.42,15217.42,15062.91,15105.94,1047531
2019-10-04,15102.34,15238.12,15102.34,15132.93,936430
2019-10-07,15240.34,15240.34,15138.92,15196.39,917332
2019-10-08,15243.09,15349.14,15099.01,15229.58,913394
2019-10-09,15262.81,15262.81,15021.85,15047.16,629929
2019-10-10,15025.18,15497.52,15025.18,15259.3,1211627
2019-10-11,15242.73,15767.05,15242.73,15592.9,747071
2019-10-14,15561.96,15749.98,15561.96,15730.52,1348138
2019-10-15,15789.85,15789.85,15362.12,15385.3,1180455
2019-10-16,15393.84,15907.99,15393.84,15859.81,1063105
2019-10-17,15776.23,16150.21,15776.23,15987.75,1192274
2019-10-18,15984.53,16125.8,15984.53,16084.19,1048539
2019-10-21,15881.51,16072.61,15881.51,16048.2,1503390
2019-10-22,15989.07,15989.07,15827.0,15870.79,513290
2019-10-23,15721.41,15965.48,15721.41,15900.09,1020830
2019-10-24,15917.19,16189.34,15917.19,16141.78,1068881
2019-10-25,16124.23,16396.4,16124.23,16358.34,751687
2019-10-28,16360.87,16376.57,16271.15,16296.34,878883
2019-10-29,16233.15,17060.16,16233.15,17036.17,1180735
2019-10-30,17068.29,17352.73,17068.29,17271.5,1541841
2019-10-31,17277.99,17277.99,17076.5,17083.93,651380
2019-11-01,17119.95,17119.95,16502.15,16582.9,1630025
2019-11-04,16548.99,16941.53,16548.99,16760.37,1015804
2019-11-05,16806.82,16894.03,16553.27,16667.77,978347
2019-11-06,16707.53,16736.53,16608.99,16735.74,729293
2019-11-07,16640.95,16747.85,16469.06,16668.74,923332
2019-11-08,16622.02,16664.6,16415.13,16564.04,925782
2019-11-11,16505.23,16861.98,16505.23,16745.95,800734
2019-11-12,16863.88,16863.88,16595.78,16763.47,1453716
2019-11-13,16735.76,16771.33,16657.37,16726.76,898481
2019-11-14,16678.22,16678.22,16526.29,16537.96,1418788
2019-11-15,16544.78,16727.77,16395.09,16505.42,1171753
2019-11-18,16530.46,16834.6,16530.46,16722.14,546333
2019-11-19,16723.39,17078.17,16723.39,16973.93,355125
2019-11-20,16976.06,16976.06,16576.73,16720.7,886077
2019-11-21,16909.68,16960.56,16695.37,16890.23,670485
2019-11-22,16922.56,16922.56,16543.27,16692.71,1319236
2019-11-25,16662.44,16662.44,16392.24,16464.91,1052378
2019-11-26,16463.9,16463.9,16005.88,16157.38,900329
2019-11-27,16061.89,16147.82,16044.64,16097.15,1079113
2019-11-28,16115.34,16277.37,15975.65,16220.73,685449
2019-11-29,16238.89,16238.89,15694.94,15933.66,979240
2019-12-02,15932.46,16184.32,15932.46,16114.85,1034432
2019-12-03,16019.52,16381.99,16019.52,16374.3,917908
2019-12-04,16371.62,16371.62,16098.9,16248.95,1328301
2019-12-05,16228.39,16321.57,16027.53,16287.01,1086611
2019-12-06,16267.32,16584.92,16267.32,16419.3,1264890
2019-12-09,16440.92,16921.73,16440.92,16856.49,1640408
2019-12-10,16930.08,16930.08,16775.92,16819.33,900006
2019-12-11,16743.33,16743.33,15993.82,16052.4,618606
2019-12-12,15992.5,15992.5,15539.43,15574.12,1517706
2019-12-13,15518.2,15626.07,15460.9,15620.03,858311
2019-12-16,15638.36,15833.4,15545.32,15586.6,986792
2019-12-17,15612.98,15975.75,15612.98,15913.83,628347
2019-12-18,15910.71,16296.64,15869.5,16111.88,661072
2019-12-19,16029.15,16374.2,16029.15,16192.1,973604
2019-12-20,16121.11,16121.11,15835.3,15917.24,269318
2019-12-23,15941.56,16201.31,15941.56,16066.33,1617475
2019-12-24,16045.08,16070.74,15807.9,15996.82,1172642
2019-12-25,16002.32,16168.41,16002.32,16116.96,820765
2019-12-26,16081.53,16195.32,16081.53,16162.8,870114
2019-12-27,16188.36,16412.42,16072.75,16382.15,961337
2019-12-30,16302.61,16787.59,16302.61,16702.18,1052269
2019-12-31,16628.55,17120.29,16628.55,16949.55,1378667
2020-01-01,16942.41,17351.91,16942.41,17168.15,505955
2020-01-02,17188.69,17188.69,16857.28,17043.22,1529242
2020-01-03,17066.87,17236.86,17022.83,17051.57,907431
2020-01-06,17080.03,17406.48,17080.03,17376.27,1210685
2020-01-07,17433.54,17510.03,17361.38,17478.65,1351921
2020-01-08,17314.61,17489.75,17178.14,17272.0,1021213
2020-01-09,17343.47,17343.47,16861.41,16968.43,1072834
2020-01-10,16944.13,17593.17,16944.13,17460.03,465458
2020-01-13,17486.86,17631.95,17486.86,17570.78,1296808
2020-01-14,17583.61,17583.61,16999.21,17245.0,949890
2020-01-15,17193.02,17193.02,16892.22,16950.04,1191529
2020-01-16,16920.38,17261.07,16920.38,17163.73,818312
2020-01-17,17130.77,17199.19,17130.77,17179.42,1029424
2020-01-20,17123.0,17897.63,17123.0,17663.76,1030480
2020-01-21,17640.19,17640.19,17415.25,17481.99,1115532
2020-01-22,17583.26,17583.26,17088.55,17289.45,744567
2020-01-23,17268.81,17663.12,17268.81,17588.83,559725
2020-01-24,17554.65,17983.42,17554.65,17956.57,579075
2020-01-27,17948.55,17948.55,17687.75,17772.68,944336
2020-01-28,17788.63,17981.44,17788.63,17866.16,1809544
2020-01-29,17846.78,17846.78,17262.57,17329.65,1033818
2020-01-30,17301.97,17301.97,17068.16,17126.0,1245627
2020-01-31,17109.2,17246.49,16907.93,17070.06,834439
2020-02-03,16928.49,17016.72,16796.9,16889.66,1500003
2020-02-04,16859.51,17221.04,16846.63,16967.03,1230626
2020-02-05,16950.47,17281.19,16950.47,17274.51,868822
2020-02-06,17283.42,17354.27,17122.6,17225.87,1616944
2020-02-07,17159.56,17279.02,17046.79,17102.88,1803528
2020-02-10,16991.0,17009.52,16824.07,16857.1,1272272
2020-02-11,16907.53,16916.59,16530.86,16642.33,1070804
2020-02-12,16640.51,16750.43,16582.31,16720.35,911052
2020-02-13,16645.08,16836.85,16645.08,16739.24,689251
2020-02-14,16688.62,17302.18,16688.62,17204.06,1044232
2020-02-17,17204.99,17320.28,17204.99,17212.03,1217406
2020-02-18,17228.68,17509.9,17228.68,17493.81,845826
2020-02-19,17357.97,17784.28,17357.97,17604.09,1674083
2020-02-20,17585.57,17831.2,17585.57,17715.05,1084775
2020-02-21,17829.49,17829.49,17111.99,17549.38,1317258
2020-02-24,17537.96,17537.96,16969.61,17158.46,887224
2020-02-25,17042.3,17562.85,17042.3,17333.45,1346714
2020-02-26,17258.71,17833.76,17258.71,17781.43,1302292
2020-02-27,17936.17,17949.37,17608.16,17797.72,801907
2020-02-28,17856.44,17891.71,17770.99,17826.82,1677682
2020-03-02,17886.26,18166.09,17886.26,18034.83,647455
2020-03-03,18095.2,18095.2,17926.75,17994.73,1486103
2020-03-04,17946.91,17946.91,17552.59,17643.04,1478276
2020-03-05,17637.38,17637.38,17470.54,17512.53,753651
2020-03-06,17404.45,17653.43,17404.45,17500.55,884647
2020-03-09,17507.15,17792.78,17477.6,17738.8,1208357
2020-03-10,17615.67,18092.86,17615.67,17951.68,1344083
2020-03-11,17831.89,18263.95,17831.89,18076.94,1649414
2020-03-12,18105.56,18105.56,17563.4,17850.09,706748
2020-03-13,17876.77,17944.46,17781.93,17914.57,1938230
2020-03-16,17976.99,17976.99,17579.62,17803.96,1593037
2020-03-17,17793.64,17793.64,17753.01,17764.37,1252160
2020-03-18,17868.61,17868.61,17072.22,17362.67,1673107
2020-03-19,17309.46,18144.79,17309.46,17773.32,269274
2020-03-20,17894.97,18106.86,17894.97,18099.0,1385278
2020-03-23,18118.91,18357.66,18111.02,18112.25,911547
2020-03-24,18187.76,18442.12,18187.76,18417.35,1878330
2020-03-25,18363.81,18837.5,18363.81,18732.82,719250
2020-03-26,18700.78,18723.08,18443.43,18607.99,1028154
2020-03-27,18563.65,19180.87,18563.65,18894.63,1693693
2020-03-30,18887.6,19060.76,18801.63,18989.36,920119
2020-03-31,19092.58,19092.58,18688.9,18854.19,1056765
2020-04-01,18986.33,18986.33,18628.88,18687.61,1381349
2020-04-02,18663.88,18663.88,18306.2,18458.09,921036
2020-04-03,18492.05,18492.05,18070.68,18302.51,1087073
2020-04-06,18276.11,18587.36,18276.11,18430.26,1333997
2020-04-07,18543.34,18733.4,18208.07,18464.69,1482243
2020-04-08,18499.71,18780.28,18499.71,18704.66,1623390
2020-04-09,18848.39,18848.39,18532.93,18627.95,1140844
2020-04-10,18617.17,18635.1,18212.05,18436.01,1728289
2020-04-13,18553.61,18665.84,18503.72,18511.67,1526151
2020-04-14,18519.9,18754.74,18299.14,18546.93,1290053
2020-04-15,18492.33,18722.19,18492.33,18682.97,1291934
2020-04-16,18732.39,18732.39,18558.92,18658.73,781583
2020-04-17,18754.7,18965.89,18479.62,18691.71,1020958
2020-04-20,18699.43,19070.97,18699.43,18987.26,839999
2020-04-21,19053.24,19053.24,18639.52,18652.17,1138151
2020-04-22,18715.03,18909.15,18609.41,18777.98,1004844
2020-04-23,18822.4,19019.94,18822.4,18983.75,866702
2020-04-24,18878.58,19107.42,18878.58,18978.59,792527
2020-04-27,18891.19,18891.19,18517.81,18793.96,835463
2020-04-28,18689.53,18813.81,18337.81,18750.85,427551
2020-04-29,18795.23,18929.92,18450.3,18734.39,996249
2020-04-30,18820.84,18949.34,18716.42,18879.08,1675787
2020-05-01,18818.5,18833.59,18480.19,18650.47,1268000
2020-05-04,18679.1,19032.03,18679.1,18871.33,1171169
2020-05-05,18793.16,18827.94,18739.42,18783.35,1083789
2020-05-06,18899.86,18899.86,18460.29,18707.56,1099373
2020-05-07,18707.88,19278.29,18707.88,19125.48,1101263
2020-05-08,19121.4,19121.4,18719.9,18755.65,1088015
2020-05-11,18818.05,18824.26,18669.23,18806.07,813223
2020-05-12,18932.31,18932.31,18691.66,18810.5,1049552
2020-05-13,18622.53,19391.17,18622.53,19065.41,1648401
2020-05-14,19035.68,19035.68,18887.1,18943.96,1111497
2020-05-15,18899.81,19173.42,18841.13,18939.48,1010539
2020-05-18,19052.46,19052.46,18955.02,18973.72,677864
2020-05-19,19012.37,19225.79,18830.14,19035.21,1140171
2020-05-20,19083.62,19083.62,18606.33,18696.76,977917
2020-05-21,18802.08,18946.66,18440.62,18717.83,589248
2020-05-22,18737.0,18737.0,18401.81,18523.42,963287
2020-05-25,18573.06,18573.06,18426.52,18472.12,1188472
2020-05-26,18391.69,18581.45,18309.16,18428.8,1069345
2020-05-27,18401.95,18626.28,18191.8,18430.71,1480738
2020-05-28,18401.55,18941.96,18401.55,18827.42,1127640
2020-05-29,18711.5,19418.12,18711.5,19203.15,889204
2020-06-01,19198.47,19719.33,19198.47,19660.78,1567736
2020-06-02,19726.69,19764.27,19226.55,19572.55,1246011
2020-06-03,19515.55,19591.22,19227.37,19436.83,960139
2020-06-04,19468.76,19740.96,19468.76,19555.96,1406264
2020-06-05,19478.92,20095.86,19478.92,20000.2,1126658
2020-06-08,19968.11,20084.2,19729.56,20028.73,896915
2020-06-09,20044.68,20500.76,20044.68,20231.57,620269
2020-06-10,20257.43,20257.43,19907.8,19954.63,1704209
2020-06-11,20035.35,20111.2,20008.94,20052.84,376221
2020-06-12,19979.03,20131.7,19918.31,20097.55,1030403
2020-06-15,20177.0,20355.41,20123.97,20219.3,1300172
2020-06-16,20181.65,20387.91,20179.87,20305.52,1138727
2020-06-17,20318.32,20645.33,20315.27,20552.52,712140
2020-06-18,20548.56,20975.58,20548.56,20942.97,925260
2020-06-19,20870.08,20921.88,20703.28,20844.29,792600
2020-06-22,20815.08,21091.25,20815.08,21063.87,1078467
2020-06-23,21069.22,21069.22,20339.57,20477.54,473386
2020-06-24,20435.55,20524.61,20422.37,20474.25,1105125
2020-06-25,20604.92,20771.13,20604.92,20762.02,1217949
2020-06-26,20772.74,20772.74,20356.71,20599.64,1356869
2020-06-29,20655.72,21073.93,20655.72,20992.09,729272
2020-06-30,21064.92,21110.96,21015.33,21095.98,816689
2020-07-01,21124.66,21124.66,20785.94,20905.85,496171
2020-07-02,20856.26,21499.31,20856.26,21210.48,1103917
2020-07-03,21169.26,21169.26,20769.57,20887.8,950634
2020-07-06,20802.79,20802.79,20340.45,20570.87,867747
2020-07-07,20641.05,20938.19,20641.05,20833.58,991125
2020-07-08,20881.49,21308.08,20881.49,21158.45,1135499
2020-07-09,21145.82,21145.82,20932.86,21057.22,587833
2020-07-10,21066.29,21089.3,20833.06,20926.9,779428
2020-07-13,20877.42,21100.42,20855.92,20887.55,625016
2020-07-14,20699.56,20699.56,20142.7,20526.55,750905
2020-07-15,20466.67,20863.54,20459.17,20551.5,1079123
2020-07-16,20607.27,20827.55,20607.27,20763.98,389321
2020-07-17,20681.72,20681.72,20210.67,20519.41,1057702
2020-07-20,20556.04,20556.04,20286.81,20326.18,1296121
2020-07-21,20243.44,20567.32,19957.24,20439.77,825988
2020-07-22,20564.84,20564.84,20359.19,20546.45,663909
2020-07-23,20696.96,20938.39,20696.96,20937.62,438961
2020-07-24,20830.91,21384.13,20820.93,21013.12,704556
2020-07-27,20953.4,20953.4,20679.14,20788.71,646765
2020-07-28,20699.82,20882.39,20482.79,20799.32,1174091
2020-07-29,20977.18,21286.28,20977.18,21160.96,783338
2020-07-30,21165.76,21165.76,21015.54,21088.58,1660558
2020-07-31,21018.33,21063.81,20828.06,21008.92,656415
2020-08-03,20936.81,21084.24,20923.45,21008.57,996851
2020-08-04,21007.75,21307.1,21007.75,21035.92,1002870
2020-08-05,21151.74,21236.91,20890.86,20988.85,827786
2020-08-06,20868.36,21457.14,20868.36,21442.56,1075172
2020-08-07,21568.24,21568.24,21190.95,21276.02,640160
2020-08-10,21244.06,21422.61,21244.06,21361.64,1180406
2020-08-11,21266.31,21777.71,21266.31,21686.36,838497
2020-08-12,21602.83,21760.32,21602.83,21754.78,898738
2020-08-13,21751.77,21978.08,21550.0,21792.31,1078246
2020-08-14,21758.32,21781.12,21244.27,21468.09,1146306
2020-08-17,21466.09,21574.94,21334.04,21478.92,423978
2020-08-18,21460.06,21460.06,20711.51,21033.63,636265
2020-08-19,21044.55,21044.55,20828.08,20885.16,407741
2020-08-20,20852.76,20852.76,20390.73,20614.45,741437
2020-08-21,20728.48,21275.97,20641.39,21123.68,464789
2020-08-24,21154.28,21983.52,21154.28,21793.55,557527
2020-08-25,21745.39,21745.39,21491.65,21623.68,530153
2020-08-26,21668.83,21668.83,21305.82,21421.38,1093614
2020-08-27,21413.34,21514.6,21235.54,21470.61,1041974
2020-08-28,21360.19,21360.19,20865.57,21128.15,155108
2020-08-31,21244.04,21737.85,21244.04,21495.41,760025
2020-09-01,21614.8,21614.8,21183.79,21237.95,648641
2020-09-02,21306.4,21885.09,21306.4,21452.39,682307
2020-09-03,21361.21,21776.69,21189.75,21645.04,934649
2020-09-04,21673.73,21673.73,21285.73,21439.66,653196
2020-09-07,21408.54,21962.3,21408.54,21789.02,316609
2020-09-08,21703.08,21985.01,21699.02,21947.35,728606
2020-09-09,21788.98,22224.69,21747.78,21984.31,704814
2020-09-10,21960.66,22258.88,21960.66,22055.69,720654
2020-09-11,22154.83,22154.83,22016.55,22042.33,595875
2020-09-14,22182.78,22479.47,22182.78,22405.75,652635
2020-09-15,22489.5,22489.5,22228.59,22350.7,447688
2020-09-16,22467.55,22925.39,22457.79,22667.19,610086
2020-09-17,22624.96,22747.62,22472.68,22481.21,497109
2020-09-18,22480.73,22480.73,22210.62,22261.24,852326
2020-09-21,22201.32,22463.38,22155.24,22273.49,806772
2020-09-22,22296.54,22327.46,22170.3,22205.01,609185
2020-09-23,22076.13,22540.03,21887.54,22206.59,561354
2020-09-24,22219.05,22491.01,22219.05,22273.66,701254
2020-09-25,22183.74,22183.74,21802.89,22023.51,523671
2020-09-28,21959.87,22340.09,21868.8,22175.11,979517
2020-09-29,22089.83,22159.43,22054.63,22082.18,514822
2020-09-30,21956.72,21956.72,21723.03,21889.95,507174
2020-10-01,21851.64,22361.81,21851.64,22095.14,465641
2020-10-02,22145.94,22443.16,22112.81,22428.39,566306
2020-10-05,22410.18,22914.73,22410.18,22792.37,658778
2020-10-06,22788.34,22789.39,22428.9,22472.3,817091
2020-10-07,22438.77,23196.59,22438.77,22747.79,649497
